,REPORT_DATE,REPORTED_DATE,FREQ_CODE,SECURITY_CODE,AUDITED,MONTH_IN_PERIOD,BIS_1,BIS_2,BIS_3,BIS_4,BIS_5,BIS_6,BIS_7,BIS_8,BIS_9,BIS_10,BIS_11,BIS_12,BIS_13,BIS_14A,BIS_14,BIS_15,BIS_16,BIS_17,BIS_18,BIS_19,BIS_20,BIS_22,BIS_22A,BIS_23,BIS_21,CREATED_DATE,UPDATED_DATE
0,2022-06-30,,Q,EVF,Y,3,495598000000.0,-239601000000.0,255997000000.0,32957000000.0,-30849000000.0,2108000000.0,-3716000000.0,0.0,-38000000000.0,125682000000.0,0.0,125682000000.0,9938000000.0,352009000000.0,-182833000000.0,169176000000.0,-79358000000.0,89818000000.0,-70535000000.0,-45135000000.0,-25400000000.0,0.0,19283000000.0,22.0,19283000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
1,2022-06-30,,Q,MSB,Y,3,3122257000000.0,-1062509000000.0,2059748000000.0,369168000000.0,-125535000000.0,243633000000.0,315216000000.0,-1386000000.0,557703000000.0,129364000000.0,-520214000000.0,-390850000000.0,0.0,2784064000000.0,-1058147000000.0,1725917000000.0,115054000000.0,1840971000000.0,-348978000000.0,-348984000000.0,6000000.0,0.0,1491993000000.0,977.0,1491993000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
2,2022-09-30,2022-10-18,Q,BAB,N,0,2630639000000.0,-1993906000000.0,636733000000.0,33301000000.0,-9684000000.0,23617000000.0,1842000000.0,0.0,24353000000.0,83313000000.0,-845000000.0,82468000000.0,4534000000.0,773547000000.0,-465739000000.0,307808000000.0,-23696000000.0,284112000000.0,-55965000000.0,0.0,-55965000000.0,0.0,228147000000.0,0.0,228147000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
3,2023-03-31,2023-04-28,Q,BID,N,0,37735207000000.0,-23799014000000.0,13936193000000.0,2673226000000.0,-1155827000000.0,1517399000000.0,672727000000.0,65730000000.0,-165000000.0,1248911000000.0,-272307000000.0,976604000000.0,109908000000.0,17278396000000.0,-4831771000000.0,12446625000000.0,-5527046000000.0,6919579000000.0,-1360181000000.0,-357000000.0,-1360538000000.0,-90561000000.0,5649602000000.0,0.0,5559041000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
4,2021-06-30,,Q,VAB,Y,3,1383821280519.0,-987315295567.0,396505984952.0,19141207538.0,-5795032745.0,13346174793.0,-3538988357.0,28130302505.0,23787239983.0,62747206094.0,-355639354.0,62391566740.0,0.0,520622280616.0,-165156640670.0,355465639946.0,-84909769336.0,270555870610.0,-79066062320.0,-79066062320.0,0.0,0.0,191489808290.0,0.0,191489808290.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
5,2021-06-30,,Q,SSB,Y,3,3154850000000.0,-1829839000000.0,1325011000000.0,577127000000.0,-231099000000.0,346028000000.0,15693000000.0,-17509000000.0,38498000000.0,109949000000.0,-61180000000.0,48769000000.0,2500000000.0,1758990000000.0,-638549000000.0,1120441000000.0,-262311000000.0,858130000000.0,-174907000000.0,-174907000000.0,0.0,0.0,683223000000.0,1009.0,683223000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
6,2021-06-30,,Q,EIB,Y,3,2652204000000.0,-1668795000000.0,983409000000.0,215881000000.0,-131084000000.0,84797000000.0,102309000000.0,0.0,7487000000.0,65165000000.0,-3299000000.0,61866000000.0,189000000.0,1240057000000.0,-777116000000.0,462941000000.0,-122541000000.0,340400000000.0,-67705000000.0,-67705000000.0,0.0,0.0,272695000000.0,0.0,272695000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
7,2021-12-31,2022-01-20,Q,ABB,N,0,1689113000000.0,-819895000000.0,869218000000.0,225247000000.0,-82677000000.0,142570000000.0,-51464000000.0,54521000000.0,222923000000.0,133509000000.0,-18610000000.0,114899000000.0,3780000000.0,1356447000000.0,-716073000000.0,640374000000.0,-280875000000.0,359499000000.0,-78718000000.0,0.0,-78718000000.0,0.0,280781000000.0,0.0,280781000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
8,2021-12-31,2022-03-14,Y,OCB,Y,0,11720101268150.0,-5954516274613.0,5765584993537.0,867740348909.0,-83239622627.0,784500726282.0,99732528303.0,123818226554.0,1744618886811.0,563511742958.0,-162614061354.0,400897681604.0,0.0,8919153043091.0,-2402923565171.0,6516229477920.0,-997676515651.0,5518552962269.0,-1113593994467.0,0.0,1113593994467.0,0.0,4404958967802.0,3188.0,4404958967802.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
9,2021-12-31,2022-01-26,Q,OCB,N,0,3017647644607.0,-1486594186489.0,1531053458118.0,334867511838.0,-19324127693.0,315543384145.0,45966621646.0,104179035750.0,522830744763.0,186447606217.0,-32816594797.0,153631011420.0,0.0,2673204255842.0,-585755541642.0,2087448714200.0,-337009714415.0,1750438999785.0,-350311791125.0,0.0,-350311791125.0,0.0,1400127208660.0,3188.0,1400127208660.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
10,2021-12-31,2022-03-30,Y,VAB,Y,0,5479827988085.0,-3928520601440.0,1551307386645.0,72759885798.0,-31944976214.0,40814909584.0,10215341395.0,63737986528.0,55210344525.0,256068747085.0,-6148605475.0,249920141610.0,2649145026.0,1973855255313.0,-661502856039.0,1312352399274.0,-472641071655.0,839711327619.0,-177821703537.0,-8000000000.0,-185821703537.0,0.0,653889624082.0,1470.0,653889624082.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
11,2022-06-30,,Q,VBB,Y,3,1840148000000.0,-1271724000000.0,568424000000.0,44213000000.0,-19061000000.0,25152000000.0,9706000000.0,0.0,2916000000.0,82654000000.0,-603000000.0,82051000000.0,0.0,688249000000.0,-319214000000.0,369035000000.0,-94626000000.0,274409000000.0,-55089000000.0,-55089000000.0,0.0,0.0,219320000000.0,647.0,219320000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
12,2022-06-30,,Q,VCB,Y,3,20671039000000.0,-7873833000000.0,12797206000000.0,1989373000000.0,-1294744000000.0,694629000000.0,1471713000000.0,18628000000.0,84879000000.0,1013546000000.0,-132605000000.0,880941000000.0,24345000000.0,15972341000000.0,-5815802000000.0,10156539000000.0,-2733452000000.0,7423087000000.0,-1481156000000.0,-1478285000000.0,-2871000000.0,-4977000000.0,5936954000000.0,1255.0,5941931000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
13,2022-06-30,,Q,HDB,Y,3,8079518000000.0,-3528293000000.0,4551225000000.0,916555000000.0,-81312000000.0,835243000000.0,80329000000.0,-12837000000.0,19346000000.0,144321000000.0,-40608000000.0,103713000000.0,4533000000.0,5581552000000.0,-2033070000000.0,3548482000000.0,-772314000000.0,2776168000000.0,-556075000000.0,-556075000000.0,0.0,-140966000000.0,2079127000000.0,1043.0,2220093000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
14,2023-03-31,2023-04-28,Q,HDB,N,0,11018875000000.0,-6178067000000.0,4840808000000.0,769603000000.0,-92408000000.0,677195000000.0,-49550000000.0,27963000000.0,24161000000.0,143711000000.0,-12105000000.0,131606000000.0,5224000000.0,5657407000000.0,-1958618000000.0,3698789000000.0,-956090000000.0,2742699000000.0,-548987000000.0,0.0,-548987000000.0,105702000000.0,2088010000000.0,830000000.0,2193712000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
15,2022-03-31,2022-04-20,Q,ABB,N,0,1692638000000.0,-864689000000.0,827949000000.0,157226000000.0,-93770000000.0,63456000000.0,187258000000.0,-57581000000.0,-10034000000.0,52578000000.0,-10467000000.0,42111000000.0,3780000000.0,1056939000000.0,-437105000000.0,619834000000.0,-44238000000.0,575596000000.0,-115179000000.0,0.0,-115179000000.0,0.0,460417000000.0,0.0,460417000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
16,2022-03-31,2022-04-27,Q,MBB,N,0,11663869934617.0,-3278384578784.0,8385485355833.0,3706255403615.0,-2589141177254.0,1117114226361.0,467020587366.0,99534196496.0,1024498373557.0,704478660863.0,-166491444445.0,537987216418.0,1425950432.0,11633065906463.0,-3597880822236.0,8035185084227.0,-2125511160982.0,5909673923245.0,-1188780150528.0,5549148916.0,-1183231001612.0,180233019202.0,4546209902431.0,0.0,4726442921633.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
17,2022-03-31,2022-04-27,Q,VAB,N,0,1223625846321.0,-972114112722.0,251511733599.0,15437660870.0,-6983764023.0,8453896847.0,3789184564.0,-262876843.0,-842304466.0,254365325375.0,-794880209.0,253570445166.0,0.0,516220078867.0,-178332138376.0,337887940491.0,-1467950632.0,339355891123.0,0.0,0.0,0.0,0.0,339355891123.0,0.0,339355891123.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
18,2022-03-31,2022-04-27,Q,ACB,N,0,9053845000000.0,-3613173000000.0,5440672000000.0,1024894000000.0,-285735000000.0,739159000000.0,303367000000.0,-11224000000.0,6505000000.0,429099000000.0,-59908000000.0,369191000000.0,2093000000.0,6849763000000.0,-2738601000000.0,4111162000000.0,-2843000000.0,4114005000000.0,-982622000000.0,156152000000.0,-826470000000.0,0.0,3287535000000.0,0.0,3287535000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
19,2022-03-31,2022-04-27,Q,OCB,N,0,3217547876934.0,-1547523207372.0,1670024669562.0,155834595830.0,-27827076841.0,128007518989.0,13001009492.0,30648912250.0,108821943911.0,112131531455.0,-55024053985.0,57107477470.0,0.0,2007611531674.0,-737192318366.0,1270419213308.0,-434713210793.0,835706002515.0,-167447336976.0,0.0,-167447336976.0,0.0,668258665539.0,488.0,668258665539.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
20,2022-03-31,2022-04-29,Q,SHB,N,0,9407298000000.0,-5184552000000.0,4222746000000.0,244248000000.0,-86984000000.0,157264000000.0,28270000000.0,0.0,65920000000.0,252310000000.0,-43071000000.0,209239000000.0,10230000000.0,4693669000000.0,-995024000000.0,3698645000000.0,-472143000000.0,3226502000000.0,-644821000000.0,0.0,-644821000000.0,0.0,2581681000000.0,0.0,2581681000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
21,2022-03-31,2022-04-28,Q,NAB,N,0,2822419958021.0,-1724677150370.0,1097742807651.0,86073054320.0,-20277120970.0,65795933350.0,14160916414.0,0.0,36739016223.0,5992800361.0,-1407891166.0,4584909195.0,0.0,1219023582833.0,-523945752224.0,695077830609.0,-49648873004.0,645428957605.0,-129852736498.0,0.0,-129852736498.0,0.0,515576221107.0,0.0,515576221107.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
22,2022-03-31,2022-04-28,Q,CTG,N,0,22132345000000.0,-11986480000000.0,10145865000000.0,2298808000000.0,-1020681000000.0,1278127000000.0,783664000000.0,56429000000.0,-232807000000.0,2147279000000.0,-269750000000.0,1877529000000.0,161398000000.0,14070205000000.0,-3821026000000.0,10249179000000.0,-4426683000000.0,5822496000000.0,-1124584000000.0,0.0,-1124584000000.0,34005000000.0,4663907000000.0,0.0,4697912000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
23,2022-03-31,2022-04-28,Q,VBB,N,0,1527709000000.0,-1163419000000.0,364290000000.0,43402000000.0,-18463000000.0,24939000000.0,7475000000.0,0.0,55772000000.0,42291000000.0,-1373000000.0,40918000000.0,0.0,493394000000.0,-306369000000.0,187025000000.0,-73834000000.0,113191000000.0,-23334000000.0,0.0,-23334000000.0,0.0,89857000000.0,0.0,89857000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
24,2022-03-31,2022-04-28,Q,HDB,N,0,7181161000000.0,-3137770000000.0,4043391000000.0,665634000000.0,-57349000000.0,608285000000.0,22999000000.0,38285000000.0,308663000000.0,119619000000.0,-21059000000.0,98560000000.0,2252000000.0,5122435000000.0,-1925612000000.0,3196823000000.0,-669308000000.0,2527515000000.0,-507076000000.0,0.0,507076000000.0,102040000000.0,1918399000000.0,963000000.0,2020439000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
25,2022-03-31,2022-04-29,Q,SSB,N,0,3262819091523.0,-1698247780400.0,1564571311123.0,332849560048.0,-58642151197.0,274207408851.0,12177147949.0,145541937730.0,279258090370.0,101864942305.0,-55207965630.0,46656976675.0,11000000.0,2322423872698.0,-657820938929.0,1664602933769.0,-358204027786.0,1306398905983.0,-257539603393.0,0.0,-257539603393.0,0.0,1048859302590.0,0.0,1048859302590.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
26,2021-06-30,,Q,PVF,N,3,3089070000000.0,-2533282000000.0,555788000000.0,149188000000.0,-32919000000.0,116269000000.0,4258000000.0,17388000000.0,127252000000.0,9475000000.0,-6493000000.0,2982000000.0,15941000000.0,839878000000.0,-693631000000.0,146247000000.0,-98044000000.0,48203000000.0,-4200000000.0,-4200000000.0,0.0,3102000000.0,47105000000.0,45.0,44003000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
27,2022-12-31,2023-03-29,Y,PGB,Y,0,2748339608044.0,-1538114840163.0,1210224767881.0,117676852175.0,-38452104817.0,79224747358.0,42680950354.0,0.0,27265632079.0,170682764273.0,-18642736747.0,152040027526.0,43681491.0,1511479806689.0,-745912196808.0,765567609881.0,-259832879379.0,505734730502.0,-102047967216.0,0.0,-102047967216.0,0.0,403686763286.0,1.0,403686763286.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
28,2022-12-31,2023-01-19,Q,PGB,N,0,783025979003.0,-448730948834.0,334295030169.0,36663030044.0,-10777716391.0,25885313653.0,17192978974.0,0.0,-2363816824.0,63646102169.0,-8659191875.0,54986910294.0,0.0,429996416266.0,-259266717744.0,170729698522.0,-52124138677.0,118605559845.0,-23721111969.0,0.0,-23721111969.0,0.0,94884447876.0,316.0,94884447876.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
29,2023-03-31,2023-04-18,Q,PGB,N,0,895565396695.0,-556291347553.0,339274049142.0,22288123129.0,-8134652098.0,14153471031.0,13502039089.0,0.0,0.0,24722347200.0,-385033667.0,24337313533.0,0.0,391266872795.0,-186761441558.0,204505431237.0,-51411619983.0,153093811254.0,-30618762251.0,0.0,-30618762251.0,0.0,122475049003.0,0.0,122475049003.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
30,2022-09-30,,Q,PVF,N,3,3241047000000.0,-2492808000000.0,748239000000.0,157804000000.0,-89826000000.0,67978000000.0,37660000000.0,91232000000.0,-27278000000.0,56315000000.0,-114684000000.0,-58369000000.0,4617000000.0,864079000000.0,-756477000000.0,107602000000.0,-80309000000.0,27293000000.0,2623000000.0,2623000000.0,0.0,-5755000000.0,24161000000.0,27.0,29916000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
31,2021-12-31,2022-04-01,Y,STB,Y,0,29690736000000.0,-17726249000000.0,11964487000000.0,6430648000000.0,-2088129000000.0,4342519000000.0,737093000000.0,0.0,163664000000.0,865198000000.0,-408092000000.0,457106000000.0,39448000000.0,17704317000000.0,-9749916000000.0,7954401000000.0,-3554375000000.0,4400026000000.0,-941026000000.0,47504000000.0,-988530000000.0,0.0,3411496000000.0,1630000000.0,3411496000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
32,2021-09-30,2021-10-20,Q,SGB,N,0,369644000000.0,-224539000000.0,145105000000.0,9699000000.0,-4906000000.0,4793000000.0,14819000000.0,0.0,0.0,18504000000.0,-3630000000.0,14874000000.0,0.0,109117000000.0,-110758000000.0,68833000000.0,-11270000000.0,57563000000.0,-5478000000.0,0.0,5478000000.0,0.0,52085000000.0,0.0,52085000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
33,2021-09-30,2021-10-25,Q,ACB,N,0,8290513000000.0,-3770002000000.0,4520511000000.0,897088000000.0,-261529000000.0,635559000000.0,205933000000.0,183481000000.0,92038000000.0,148382000000.0,-106055000000.0,42327000000.0,10333000000.0,5690182000000.0,-2254497000000.0,3435685000000.0,-820086000000.0,2615599000000.0,-558745000000.0,45761000000.0,-512984000000.0,0.0,2102615000000.0,2600.0,2102615000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
34,2021-09-30,2021-10-20,Q,TIN,N,0,347837565109.0,-82298427106.0,265539138003.0,62444998193.0,-13521094133.0,48923904060.0,61951811.0,0.0,-2203078288.0,3266299999.0,-4816287815.0,-1549987816.0,0.0,310771927770.0,-114023822895.0,196748104875.0,-168776711640.0,27971393235.0,-5656393627.0,0.0,-5656393627.0,0.0,22314999608.0,324.0,22314999608.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
35,2021-12-31,2022-01-28,Q,CTG,N,0,21536919000000.0,-11140980000000.0,10395939000000.0,2720027000000.0,-1562183000000.0,1157844000000.0,457375000000.0,240507000000.0,70857000000.0,1689758000000.0,-220467000000.0,1469291000000.0,95295000000.0,13887108000000.0,-5831801000000.0,8055307000000.0,-4377224000000.0,3678083000000.0,-692882000000.0,-504000000.0,-692378000000.0,64889000000.0,2920816000000.0,0.0,2985705000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
36,2021-12-31,2022-03-01,Y,MSB,Y,0,10338590143595.0,-4122345862055.0,6216244281540.0,3248449028270.0,-375008518106.0,2873440510164.0,382763839115.0,2030896916.0,349636137264.0,1254833598197.0,-592242178443.0,662591419754.0,101535741254.0,10588242826007.0,-3931913709256.0,6656329116751.0,-1567866382193.0,5088462734558.0,-1053737922101.0,-14609121.0,-1053723312980.0,0.0,4034739421578.0,2704.0,4034739421578.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
37,2022-09-30,2022-10-18,Q,EVF,N,0,1840457910341.0,-1129910991394.0,710546918947.0,99541884442.0,-84253738051.0,15288146391.0,-16048352198.0,0.0,-36567903447.0,236691358281.0,-57794687936.0,178896670345.0,10877042700.0,862992522738.0,-319670096535.0,543322426203.0,-210949028599.0,332373397604.0,-64282000000.0,-25400000000.0,-89682000000.0,0.0,242691397604.0,713.0,242691397604.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
38,2022-12-31,2023-03-28,Y,TPB,Y,0,21811015000000.0,-10424418000000.0,11386597000000.0,3596301000000.0,-904321000000.0,2691980000000.0,410216000000.0,0.0,426255000000.0,1324949000000.0,-622808000000.0,702141000000.0,0.0,15617189000000.0,-5945257000000.0,9671932000000.0,-1843644000000.0,7828288000000.0,-1567544000000.0,0.0,-1567544000000.0,0.0,6260744000000.0,3958.0,6260744000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
39,2022-12-31,2023-01-30,Q,MBB,N,0,15303669905064.0,-5674067142921.0,9629602762143.0,3583934314852.0,-2360225104699.0,1223709210153.0,363477887264.0,5617120555.0,72380407954.0,743159365034.0,-291672025141.0,451487339893.0,5153876482.0,11751428604444.0,-3628414766667.0,8123013837777.0,-3585385018399.0,4537628819378.0,-933827645788.0,-3778911415.0,-937606557203.0,165891130367.0,3434131131808.0,0.0,3600022262175.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
40,2022-12-31,2023-03-17,Y,MBB,Y,0,52485811999742.0,-16462689501069.0,36023122498673.0,14243734285809.0,-10108165635150.0,4135568650659.0,1703959846051.0,141126962217.0,1315248597673.0,3025806761432.0,-884148997827.0,2141657763605.0,131941132852.0,45592625451730.0,-14815629327549.0,30776996124181.0,-8047676235147.0,22729319889034.0,-4582972964709.0,8838098402.0,-4574134866307.0,672449782707.0,17482735240020.0,0.0,18155185022727.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
41,2022-06-30,,Q,STB,Y,3,7225005000000.0,-4622706000000.0,2602299000000.0,2399372000000.0,-658794000000.0,1740578000000.0,241574000000.0,0.0,4304000000.0,1559504000000.0,-19814000000.0,1539690000000.0,745000000.0,6129190000000.0,-2389672000000.0,3739518000000.0,-2420457000000.0,1319061000000.0,-515172000000.0,-515172000000.0,0.0,0.0,803889000000.0,1104.0,803889000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
42,2022-06-30,,Q,BVB,Y,3,1356274000000.0,-913532000000.0,442742000000.0,58671000000.0,-20345000000.0,38326000000.0,10917000000.0,0.0,-2784000000.0,25493000000.0,-6698000000.0,18795000000.0,0.0,507996000000.0,-261333000000.0,246663000000.0,-65763000000.0,180900000000.0,-36278000000.0,-36278000000.0,0.0,0.0,144622000000.0,394.0,144622000000.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
43,2022-09-30,2022-10-28,Q,OCB,N,0,3535974226733.0,-1787058420713.0,1748915806020.0,295557757735.0,-28310441716.0,267247316019.0,44503745943.0,-56449500346.0,-10921010669.0,98764514591.0,-20923133057.0,77841381534.0,0.0,2071137738501.0,-803479198267.0,1267658540234.0,-358186589734.0,909471950500.0,-182172870265.0,0.0,-182172870265.0,0.0,727299080235.0,0.0,727299080235.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
44,2023-12-31,2024-04-03,Y,BAB,Y,0,13384284000000.0,-10995013000000.0,2389271000000.0,137774000000.0,-32922000000.0,104852000000.0,115346000000.0,,319652000000.0,99206000000.0,-9653000000.0,89553000000.0,27639000000.0,3046313000000.0,-1832911000000.0,1213402000000.0,-152568000000.0,1060834000000.0,-206385000000.0,-82000000.0,-206467000000.0,,854367000000.0,1031000000.0,854367000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
45,2023-03-31,2023-04-19,Q,BAB,N,0,3078940000000.0,-2500670000000.0,578270000000.0,38234000000.0,-7690000000.0,30544000000.0,30914000000.0,0.0,31076000000.0,9154000000.0,-5329000000.0,3825000000.0,5224000000.0,679853000000.0,-354010000000.0,325843000000.0,-9244000000.0,335087000000.0,-66004000000.0,0.0,-66004000000.0,0.0,269083000000.0,0.0,269083000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
46,2023-03-31,2023-04-28,Q,NVB,N,0,1749041000000.0,-1489446000000.0,259595000000.0,23909000000.0,-24268000000.0,-359000000.0,62118000000.0,0.0,237000000.0,6770000000.0,-18758000000.0,-11988000000.0,0.0,309603000000.0,-263963000000.0,45640000000.0,-40130000000.0,5510000000.0,-1102000000.0,0.0,-1102000000.0,0.0,4408000000.0,0.0,4408000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
47,2022-03-31,2022-04-29,Q,KLB,N,0,1137997211965.0,-694538322617.0,443458889348.0,69968499549.0,-4941136134.0,65027363415.0,30197944306.0,0.0,11059829188.0,3804705646.0,-1087868628.0,2716837018.0,0.0,552460863275.0,-331826903861.0,220633959414.0,-93679830001.0,126954129413.0,-25776375630.0,0.0,25776375630.0,280.0,101177753503.0,0.0,101177753783.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
48,2022-06-30,,Q,TIN,Y,3,431905320232.0,-90291824209.0,341613496023.0,9395443089.0,-14090755520.0,-4695312431.0,251780946.0,103702400.0,-2084254274.0,49488629088.0,-9149588951.0,40339040137.0,0.0,375528452801.0,-146518495676.0,229009957125.0,-187392498743.0,41617458382.0,-6810375970.0,-6810375970.0,0.0,0.0,34807082412.0,462.0,34807082412.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
49,2021-12-31,2022-03-30,Y,SGB,Y,0,1534169000000.0,-944998000000.0,589171000000.0,53781000000.0,-26020000000.0,27761000000.0,39981000000.0,0.0,0.0,133904000000.0,-14604000000.0,119300000000.0,106916000000.0,883129000000.0,-573544000000.0,309585000000.0,-155472000000.0,154113000000.0,-31427000000.0,0.0,-31427000000.0,0.0,122686000000.0,398000000.0,122686000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
50,2020-06-30,,Q,BAOVIETBAN,Y,3,575412357462.0,-631770697108.0,-56358339646.0,225970917040.0,-7494468813.0,218476448227.0,14641513.0,-13913962667.0,19510372816.0,-15883942996.0,-171580598.0,-16055523594.0,0.0,151673636649.0,-137396741664.0,14276894985.0,-9291799993.0,4985094992.0,-997018998.0,-997018998.0,0.0,0.0,3988075994.0,0.0,3988075994.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
51,2020-09-30,,Q,BAOVIETBAN,N,3,1015943740100.0,-686338635789.0,329605104311.0,30638142364.0,-8101556768.0,22536585596.0,755755794.0,2370297369.0,-24653818890.0,-572169264.0,-303208286.0,-875377550.0,0.0,329738546630.0,-150061795862.0,179676750768.0,-166255681811.0,13421068957.0,-2684213792.0,-2684213792.0,0.0,0.0,10736855165.0,0.0,10736855165.0,2024-10-16 23:27:34.656697,2024-10-16 23:27:34.656697
52,2022-09-30,2022-10-19,Q,TIN,N,0,423781937592.0,-97421707338.0,326360230254.0,21069561404.0,-11766585289.0,9302976115.0,-434867383.0,0.0,0.0,21518745004.0,-9195472453.0,12323272551.0,0.0,347551611537.0,-166153929326.0,181397682211.0,-129187338703.0,52210343508.0,-10508977575.0,0.0,10508977575.0,0.0,41701365933.0,0.0,41701365933.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
53,2022-12-31,2023-03-31,Y,STB,Y,0,37390848000000.0,-20243714000000.0,17147134000000.0,8329935000000.0,-3135855000000.0,5194080000000.0,1062244000000.0,0.0,-19983000000.0,2874203000000.0,-128854000000.0,2745349000000.0,12466000000.0,26141290000000.0,-10920717000000.0,15220573000000.0,-8881501000000.0,6339072000000.0,-1168567000000.0,-129810000000.0,-1298377000000.0,0.0,5040695000000.0,2674000000.0,5040695000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
54,2022-12-31,2023-01-30,Q,STB,N,0,12036905000000.0,-5993507000000.0,6043398000000.0,1950534000000.0,-1064108000000.0,886426000000.0,303193000000.0,0.0,-19574000000.0,683761000000.0,-64576000000.0,619185000000.0,6000000.0,7832634000000.0,-2645824000000.0,5186810000000.0,-3287772000000.0,1899038000000.0,-18105000000.0,129810000000.0,-147915000000.0,0.0,1751123000000.0,0.0,1751123000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
55,2022-12-31,2023-03-09,Y,ACB,Y,0,40698834000000.0,-17165305000000.0,23533529000000.0,5057559000000.0,-1531315000000.0,3526244000000.0,1048369000000.0,-387873000000.0,20648000000.0,1110494000000.0,-120800000000.0,989694000000.0,59456000000.0,28790067000000.0,-11605045000000.0,17185022000000.0,-70814000000.0,17114208000000.0,-3445611000000.0,19596000000.0,-3426015000000.0,0.0,13688193000000.0,4008.0,13688193000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
56,2022-12-31,2023-01-30,Q,ACB,N,0,11905432000000.0,-5451215000000.0,6454217000000.0,1392840000000.0,-465807000000.0,927033000000.0,503889000000.0,-110032000000.0,-2708000000.0,163883000000.0,-23306000000.0,140577000000.0,13020000000.0,7925996000000.0,-4064328000000.0,3861668000000.0,-250585000000.0,3611083000000.0,-692817000000.0,-47748000000.0,-740565000000.0,0.0,2870518000000.0,4008.0,2870518000000.0,2024-10-16 23:27:34.656697,2025-06-06 16:22:34.243264
