,REPORT_DATE,REPORTED_DATE,FREQ_CODE,SECURITY_CODE,AUDITED,MONTH_IN_PERIOD,SIS_20,SIS_1,SIS_1_1,SIS_1_2,SIS_1_3,SIS_2,SIS_3,SIS_4,SIS_5,SIS_6,SIS_7_1,SIS_7_2,SIS_8,SIS_8_1,SIS_9,SIS_9_1,SIS_9_2,SIS_10,SIS_11,SIS_11_1,SIS_11_2,SIS_40,SIS_21,SIS_21_1,SIS_21_2,SIS_21_3,SIS_22,SIS_22_1,SIS_23,SIS_24,SIS_25,SIS_26,SIS_27,SIS_28,SIS_29,SIS_29_1,SIS_30,SIS_31,SIS_32,SIS_32_1,SIS_50_1,SIS_50,SIS_41,SIS_42,SIS_43,SIS_44,SIS_60,SIS_51,SIS_52,SIS_53,SIS_54,SIS_55,SIS_56,SIS_61,SIS_62,SIS_70,SIS_71,SIS_72,SIS_80,SIS_80_1,SIS_90,SIS_91,SIS_92,SIS_100,SIS_100_1,SIS_100_2,SIS_200,SIS_201,SIS_202,SIS_203,SIS_203_1,SIS_301,SIS_302,SIS_303,SIS_304,SIS_305,SIS_306,SIS_307,SIS_400,SIS_401,SIS_402,SIS_500,SIS_501,SIS_502,SIS_1_4,SIS_21_4,SIS_300,CREATED_DATE,UPDATED_DATE
0,2024-06-30,2024-08-14,S,BVS,Y,0,552271816632.0,115579857031.0,41706413596.0,20466878307.0,53406565128.0,32928694365.0,209780125098.0,,,187630857315.0,,,,,3269514386.0,,,1486909091.0,1595859346.0,,,-267447423611.0,-79564307598.0,-44299413868.0,-35264893730.0,,,,,3463410693.0,,-1187453336.0,-167795222062.0,,,,-7980589263.0,-3364922840.0,-11018339205.0,,,570340076.0,3006527.0,567333549.0,,,-70570292291.0,,-70570292291.0,,,,,,-97628303987.0,117196136819.0,8744053.0,-296689351.0,-287945298.0,,116908191521.0,131706206944.0,-14798015423.0,-14797890377.0,-15755016991.0,957126614.0,102110301144.0,102110301144.0,,,,21163256940.0,,,,,,,123273558084.0,123273558084.0,,,1510.0,,,,21163256940.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
1,2024-06-30,2024-08-14,S,WSS,Y,0,10152331535.0,5004800985.0,41646646.0,3885364339.0,1077790000.0,3571794412.0,9369607.0,,,318841153.0,,,,,100881172.0,,,1146644206.0,,,,-31866800514.0,-29981165595.0,-4195814786.0,-25785350809.0,,,,491992266.0,,,-141749065.0,-1817581654.0,,,,-93796510.0,-324499956.0,,,,76964133.0,1310727.0,75653406.0,,,-631473350.0,,,,,,,,-3377257751.0,-24383289247.0,90500000.0,-95010000.0,-4510000.0,,-24387799247.0,-2489123504.0,-21898675743.0,,,,-24387799247.0,-24387799247.0,,,,,,,,,,,-24387799247.0,-24387799247.0,,,-485.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
2,2024-06-30,2024-08-14,S,BETA,Y,0,11602161654.0,7294443906.0,830499891.0,6392694015.0,71250000.0,559342561.0,1000290309.0,,,1356813076.0,,,,,43495437.0,,,1347000000.0,776365.0,,,-8287636943.0,-5166415256.0,,-5166415256.0,,,,,,,-218090920.0,-2285550021.0,,,,-161737416.0,-455267806.0,-575524.0,,,2711933067.0,,2711933067.0,,,,,,,,,,,-6462793430.0,-436335652.0,,,,,-436335652.0,-1662614411.0,1226278759.0,,,,-436335652.0,-436335652.0,,,,,,,,,,,-436335652.0,-436335652.0,,,-11.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
3,2024-06-30,2024-08-14,S,IRSC,Y,0,11178542964.0,257481442.0,,,257481442.0,,769391804.0,,,5916931533.0,,,745796621.0,,320965839.0,,,2865906976.0,302068749.0,,,4154256524.0,,,,,,,,,,,-4015472946.0,,-506128242.0,,-160234128.0,-2157873992.0,10993965832.0,,,16244673.0,,16244673.0,,,-45898082.0,,-45898082.0,,,,,,-3429935192.0,11873210887.0,468398585.0,,468398585.0,,12341609472.0,12341609472.0,,-268321894.0,-268321894.0,,12073287578.0,12073287578.0,,,,,,,,,,,12073287578.0,12073287578.0,,407.0,407.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
4,2024-06-30,2024-08-14,S,VPBANKS,Y,0,1230275916766.0,544065408977.0,197973012549.0,6650305381.0,331209809706.0,25876410959.0,467418135155.0,40581812460.0,,132882949646.0,,,,,14048870732.0,,,4277997310.0,1124331527.0,,,-470083603685.0,-270125015184.0,-250368154683.0,-8835577331.0,-2508231575.0,,,-20181381672.0,-49071607164.0,,-7332033150.0,-115918967874.0,,,,-2948049229.0,-2526549412.0,-1980000000.0,,,3460821743.0,,3460821743.0,,,-181195153202.0,,-180797692611.0,,,-397460591.0,,,-82076930745.0,500381050877.0,7516874.0,-340034020.0,-332517146.0,,500048533731.0,502414575935.0,-2366042204.0,-100074429149.0,-100547637590.0,473208441.0,399974104582.0,399974104582.0,,,,-10257375996.0,,,,,,,389716728586.0,389716728586.0,,,267.0,,8232281341.0,-8413051595.0,-10257375996.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
5,2024-06-30,2024-08-14,S,VSCC,Y,0,2253354415.0,,,,,403969863.0,1139615546.0,,,534282450.0,,,,,171192351.0,,,,4294205.0,,,-2750973820.0,,,,,,,,,,,-2716978839.0,,,,-25192036.0,,-8802945.0,,,101858324.0,,101858324.0,,,-443283291.0,,-443283291.0,,,,,,-1481807375.0,-2320851747.0,,-74458330.0,-74458330.0,,-2395310077.0,-2395310077.0,,,,,-2395310077.0,-2395310077.0,,,,,,,,,,,-2395310077.0,-2395310077.0,,-2395310077.0,-158.0,-158.0,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
6,2024-06-30,2024-08-14,S,VTSS,Y,0,385675455.0,16594787.0,,14211280.0,2383507.0,,,,,361954411.0,,,,,7126257.0,,,,,,,-872400135.0,,,,,,,,,,,-865441324.0,,,,-6958811.0,,,,,161500899.0,,161500899.0,,,,,,,,,,,-25359412265.0,25034188484.0,4998000.0,-322623625.0,-317625625.0,,24716562859.0,24702351579.0,14211280.0,,,,24716562859.0,24716562859.0,,,,,,,,,,,24716562859.0,24716562859.0,,,1791.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
7,2024-06-30,2024-08-14,S,HAC,Y,0,39709606221.0,26616727656.0,5236023135.0,20791455491.0,589249030.0,510678081.0,6538236391.0,,,5332774964.0,,,,,647240024.0,,,30927272.0,33021833.0,,,-24459541164.0,-16085250576.0,-10898496692.0,-5186753884.0,,,,,-1070675845.0,,-893045918.0,-5943550641.0,,,,-467018184.0,,,,,1360164327.0,,1360164327.0,,,,,,,,,,,-8938159955.0,7672069429.0,143652801.0,-22823700.0,120829101.0,,7792898530.0,-7811803077.0,15604701607.0,,,,7792898530.0,7792898530.0,,,,,,,,,,,7792898530.0,7792898530.0,,,267.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
8,2024-06-30,2024-08-14,S,NVSC,Y,0,39506074337.0,34910498332.0,16217731424.0,14773913300.0,3918853608.0,1880782057.0,428728389.0,,,1502432334.0,,,,,686748730.0,,,,6884495.0,,,-14962818126.0,-10568453620.0,,-10568453620.0,,,,,,,-822440181.0,-1927728988.0,-647679185.0,-294785095.0,,-692550738.0,,-9180319.0,,,53438100.0,,53438100.0,,,-12311507.0,,-12311507.0,,,,,,-6418083318.0,18166299486.0,1197.0,-467544.0,-466347.0,,18165833139.0,13960373459.0,4205459680.0,-3835398194.0,-3835398194.0,,14330434945.0,14330434945.0,,,,,,,,,,,14330434945.0,14330434945.0,,,569.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
9,2024-06-30,2024-08-14,S,KVS,Y,0,3700000000.0,,,,,,,,,,,,3700000000.0,,,,,,,,,-174347293.0,,,,,,,,,,,,,-174000000.0,,-347293.0,,,,,277696327.0,,277696327.0,,,,,,,,,,,-1227599478.0,2575749556.0,13000.0,-12612730.0,-12599730.0,,2563149826.0,-139047710.0,,,,,2563149826.0,2563149826.0,,,,,,,,,,,2563149826.0,2563149826.0,,,95.0,95.0,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
10,2021-06-30,2021-08-12,S,YSVN,Y,0,276419566807.0,283894929.0,208844100.0,74544077.0,506752.0,6852991782.0,135107191041.0,,,115404791381.0,,,302549400.0,,1502771031.0,,,6816238569.0,1149138674.0,,,-145992854873.0,-130270141.0,-108011090.0,-22259051.0,,,,,-21272876433.0,,-16935.0,-112453580649.0,-6000000000.0,,,-4388695011.0,-1747415704.0,,,,1013306543.0,210654.0,1013095889.0,,,-17532082.0,-17532082.0,,,,,,,-44955921962.0,86466564433.0,159778235.0,-20000000.0,139778235.0,,86606342668.0,86554057642.0,52285026.0,-17321268533.0,-17310811528.0,-10457005.0,69285074135.0,69285074135.0,,,,,,,,,,,69285074135.0,69285074135.0,,,,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
11,2024-06-30,2024-08-14,S,AIS,Y,0,95851092292.0,67314108431.0,50322640258.0,148578200.0,16842889973.0,,8158246246.0,,,19629665964.0,,,,,524071651.0,,,225000000.0,,,,-18838355054.0,-94176160.0,-37000000.0,-57176160.0,,,,,,,-841842985.0,-17285545422.0,,,,-616790487.0,,,,,681056469.0,,481888862.0,,199167607.0,-11383923288.0,,-11383923288.0,,,,,,-9632168979.0,56677701440.0,347936148.0,,347936148.0,,57025637588.0,56934235548.0,91402040.0,-11352158549.0,-11352158549.0,,45673479039.0,45673479039.0,,,,,,,,,,,45673479039.0,45673479039.0,,,304.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
12,2024-06-30,2024-08-14,S,NSIC,Y,0,145447817240.0,28253497734.0,,27163815260.0,1089682474.0,5454034597.0,93603828254.0,,,13233997910.0,,,,,4373095109.0,,,529363636.0,,,,-28977462370.0,-18409624200.0,,-18409624200.0,,,,,,,,-9821371246.0,,,,-353907486.0,-355636363.0,-36923075.0,,,130089845.0,,130089845.0,,,-80350560654.0,,-75162981052.0,,,-5187579602.0,,,-15183734136.0,21066149925.0,38918.0,-3500000.0,-3461082.0,,21062688843.0,12308497783.0,8754191060.0,-2253250874.0,-2253250874.0,,18809437969.0,18809437969.0,,,,,,,,,,,18809437969.0,18809437969.0,,,188.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
13,2023-06-30,2023-09-05,S,TVSI,Y,0,134309551691.0,55165634355.0,798549578.0,4026506222.0,50340578555.0,,21802724925.0,,,27629862139.0,,,,,27486633842.0,,,2048863630.0,175832800.0,,,-76457570888.0,-1683373954.0,-6382105975.0,4698732021.0,,,,,-2352565762.0,,-272687673.0,-68132157808.0,,,,-1720120924.0,-2296664767.0,,,,6507865940.0,,6507865940.0,,,,,,,,,,-24727238269.0,-376939065016.0,-337306456542.0,653856195.0,-1241990103.0,-588133908.0,,-337894590450.0,-346619828693.0,8725238243.0,1649194081.0,-4493705097.0,6142899178.0,-336245396369.0,-336245396369.0,,,,,,,,,,,-336245396369.0,-336245396369.0,,,-1274.0,-1274.0,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
14,2022-06-30,2022-08-11,S,TVS,Y,0,443721068232.0,163342029815.0,136116992497.0,4403853546.0,22821183772.0,195299939262.0,20088416339.0,,,17528686839.0,,,,,2183195513.0,,,14754500000.0,11854300464.0,,,229186715700.0,180319691301.0,26936362929.0,153606100932.0,-222772560.0,,,,5950684932.0,,3556034609.0,15846722496.0,,,,167827423.0,17538202800.0,5807552139.0,,,1468020816.0,59294861.0,1408725955.0,,,189159435915.0,11416298394.0,77379826263.0,,,100363311258.0,,,-14964981685.0,11877955748.0,,-323276075.0,-323276075.0,,11554679673.0,150601242319.0,-139046562646.0,16473951131.0,-10426429933.0,26900381064.0,28028630804.0,27604994426.0,,423636378.0,,,,,,,,,28028630804.0,27604994426.0,423636378.0,27604994426.0,258.0,182.0,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
15,2022-06-30,2022-08-11,S,HCM,Y,0,2255787859621.0,979264399176.0,758238465093.0,28827145647.0,186472932205.0,,700275681409.0,,,519040145999.0,,,,,4365207454.0,,,48590852086.0,4251573497.0,,,1383628779518.0,625229839411.0,634326838750.0,-5429750447.0,,,,,380856644720.0,,40235434007.0,315164102707.0,,,,4607310571.0,15622569461.0,1912878641.0,,,2290273778.0,,2290273778.0,,,,,,,,,,,-172251926378.0,702197427503.0,413145454.0,,413145454.0,,702610572957.0,658960571740.0,43650001217.0,-140543935795.0,-140543935795.0,,562066637162.0,562066637162.0,,,,,,,,,,,562066637162.0,562066637162.0,,,1229.0,1229.0,5725856231.0,-3667248892.0,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
16,2021-06-30,2021-08-05,S,GTJA,Y,0,33468866378.0,998970.0,,861830.0,137140.0,,17759632476.0,,,15378572333.0,,,,,329662599.0,,,,,,,-10095649203.0,-245430.0,,-245430.0,,,,,,,,-9715403773.0,,,,-380000000.0,,,,,6119206516.0,,6119206516.0,,,-315360361.0,,-315360361.0,,,,,,-9344029839.0,19833033491.0,3690909.0,,3690909.0,,19836724400.0,19836108000.0,616400.0,,,,19836724400.0,19836724400.0,,,,,,,,,,,19836724400.0,19836724400.0,,286.0,286.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
17,2023-06-30,2023-08-14,S,NHSV,Y,0,131944279390.0,6674248290.0,1448526950.0,5223653140.0,2068200.0,76667819529.0,37115715919.0,,,11178920896.0,,,,,267377394.0,,,31363635.0,8521511.0,,,-21305271779.0,-185426837.0,-32043297.0,-152943540.0,-440000.0,,,,,,-20000004.0,-20823616279.0,,,,-276228659.0,,,,,306997990.0,356359.0,306641631.0,,,-62945373034.0,,-62500464801.0,,,-444908233.0,,,-20091366323.0,27909266244.0,35344553.0,,35344553.0,,27944610797.0,22873901197.0,5070709600.0,-5655356753.0,-4641214833.0,-1014141920.0,22289254044.0,22289254044.0,,,,,,,,,,,22289254044.0,22289254044.0,,,,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
18,2022-06-30,2022-08-12,S,HAC,Y,0,33185575409.0,2501245390.0,944507737.0,1435024200.0,121713453.0,0.0,12418581510.0,8380547945.0,0.0,9365748802.0,,,0.0,,486438576.0,,,0.0,33013186.0,,,-84853776781.0,-77221233987.0,0.0,-77221233987.0,0.0,0.0,,0.0,0.0,0.0,-1125142987.0,-6127049668.0,0.0,0.0,,-375800139.0,0.0,-4550000.0,,,1477499392.0,0.0,1477499392.0,0.0,0.0,-5273077301.0,0.0,-5273077301.0,0.0,0.0,0.0,0.0,0.0,-7888257477.0,-63352036758.0,0.0,-80245336.0,-80245336.0,,-63432282094.0,12353927693.0,-75786209787.0,-2543901303.0,-2543901303.0,0.0,-65976183397.0,-65976183397.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65976183397.0,-65976183397.0,0.0,336.0,336.0,0.0,0.0,0.0,0.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
19,2024-06-30,,Q,MBS,Y,3,883359267669.0,341023156753.0,341575407367.0,-2943780614.0,2391530000.0,35653064841.0,261729245988.0,33177444947.0,0.0,179361147967.0,0.0,0.0,0.0,0.0,8659866330.0,0.0,0.0,13080000000.0,10675340843.0,0.0,883359267669.0,-438880691664.0,-286844299016.0,-286488810166.0,161108646.0,-516597496.0,0.0,0.0,0.0,0.0,0.0,-5453212501.0,-136448055796.0,-749994.0,0.0,0.0,-5773871099.0,-4356503266.0,-3999992.0,0.0,444478576005.0,1252512168.0,92664.0,1252419504.0,0.0,0.0,-124455536523.0,-10553.0,-124455525970.0,0.0,0.0,0.0,0.0,-3188205867.0,-49624989882.0,268462355901.0,2171076051.0,0.0,2171076051.0,0.0,270633431952.0,273416103920.0,-2782671968.0,-53913746980.0,-54470281374.0,556534394.0,216719684972.0,216719684972.0,0.0,0.0,0.0,6083605440.0,0.0,0.0,0.0,0.0,0.0,0.0,222803290412.0,222803290412.0,0.0,0.0,0.0,0.0,,,6083605440.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
20,2024-09-30,2024-10-07,Q,MBS,N,0,805539279244.0,285648271282.0,283090118418.0,2522103664.0,36049200.0,41827677386.0,266306082397.0,57003610521.0,,132817752734.0,,,,,7295234047.0,,,3740000000.0,10700650877.0,,,-377145590590.0,-235537946250.0,-234911245660.0,329895.0,-627030485.0,,,,-14280226124.0,,-4666032028.0,-114251218472.0,-374997.0,,,-5943796168.0,-2261996551.0,-204000000.0,,,1482855919.0,,1482855919.0,,,-139341633853.0,,-139341633853.0,,,,,-1728102010.0,-66019320107.0,222787488603.0,733985927.0,,733985927.0,,223521474530.0,220999040971.0,2522433559.0,-44590551986.0,-44086065274.0,-504486712.0,178930922544.0,178930922544.0,,,,20508394560.0,,,,,,,199439317104.0,199439317104.0,,,,,,,20508394560.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
21,2023-06-30,2023-08-11,S,DVSC,Y,0,39387597505.0,38773586679.0,4064302105.0,27100126720.0,7609157854.0,,106021907.0,,,482971705.0,,,,,25017214.0,,,,,,,-14532372761.0,-11968117777.0,-238750000.0,-11729367777.0,,,,,,,-553992422.0,-1958730816.0,,,,-51531746.0,,,,,39780120.0,,,,,,,,,,,,,-5125586812.0,19769418052.0,,,,,19769418052.0,4398659109.0,15370758943.0,,,,19769418052.0,19769418052.0,,,,,,,,,,,19769418052.0,19769418052.0,,19769418052.0,,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
22,2024-09-30,2024-10-07,Q,VIX,N,0,553757747081.0,400809332055.0,19403722737.0,341137535146.0,40268074172.0,185972602.0,110727477149.0,,,25844707533.0,,,,,950257742.0,,,300000000.0,,,,-197382244369.0,-168648454462.0,-51328558331.0,-116529796130.0,-790100001.0,,,,,,-12405434782.0,-13393996282.0,,,,-1662642016.0,-702938363.0,-568778464.0,,,1981751967.0,,1981751967.0,,,-24765180278.0,,-24765180278.0,,,,,,-9127937622.0,324464136779.0,272727273.0,-1.0,272727272.0,,324736864051.0,100129125035.0,224607739016.0,-59351717499.0,-14430169696.0,-44921547803.0,265385146552.0,265385146552.0,,,,,,,,,,,265385146552.0,265385146552.0,,,,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
23,2023-06-30,2023-08-14,S,VIX,Y,0,959841095272.0,674353058794.0,107263835067.0,530861893741.0,36227329986.0,154520547947.0,94726531919.0,,,29519872567.0,,,,,1691084045.0,,,30000000.0,,,,-233579876898.0,-196248815143.0,-90856512140.0,-105392303003.0,,,,,,,-17112161963.0,-16826416569.0,,,,-2513717138.0,-580234355.0,-298531730.0,,,2182430971.0,,2182430971.0,,,,,,,,,,,-14415300096.0,714028349249.0,1054721660.0,-350582.0,1054371078.0,,715082720327.0,289613129589.0,425469590738.0,-139081731125.0,-53987812977.0,-85093918148.0,576000989202.0,576000989202.0,,,,,,,,,,,576000989202.0,576000989202.0,,,860.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
24,2022-06-30,2022-08-12,S,YSVN,Y,0,321369099309.0,305730485.0,264266800.0,40634785.0,828900.0,6386013696.0,179191160003.0,,,133324342849.0,,,171923542.0,,1584595935.0,,,177204545.0,228128254.0,,,164201232863.0,82854680.0,77300.0,82777380.0,,,,,37324682155.0,,160993.0,121327098024.0,,,,3987819189.0,1478617822.0,,,,1075819342.0,457865.0,1075361477.0,,,683929.0,683929.0,,,,,,,-62337466810.0,95905535049.0,390978211.0,,390978211.0,,96296513260.0,96338655855.0,-42142595.0,-19140777335.0,-19149205854.0,8428519.0,77155735925.0,77155735925.0,,,,,,,,,,,77155735925.0,77155735925.0,,,,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
25,2022-06-30,2022-08-11,S,VIX,Y,0,1838477912237.0,645036105992.0,771741155485.0,-105615311037.0,13998254678.0,17097445063.0,376605597455.0,94102787093.0,,661520801809.0,,,3215670451.0,,4392522396.0,,,36337659636.0,169322342.0,,,669932325225.0,417970177912.0,455121530439.0,-25874820092.0,520439500.0,,,,,,9534568069.0,218963482304.0,,,,9280024110.0,14184072830.0,,,,31928073896.0,28280000000.0,3648073896.0,,,332920451227.0,10782000000.0,231631777574.0,,,90506673653.0,,,-37296908369.0,830256301312.0,43911181818.0,-7150000.0,43904031818.0,,874160333130.0,977191845274.0,-103031512144.0,-156296371146.0,-182185019921.0,25888648775.0,717863961984.0,717863961984.0,,,,-143227635134.0,,,,,,,574636326850.0,574636326850.0,,,2153.0,2153.0,-35087993134.0,-11796971935.0,-143227635134.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
26,2021-06-30,2021-08-16,S,AIS,Y,0,41137483906.0,18815959110.0,18813320400.0,2399640.0,239070.0,982971780.0,11994548282.0,1149151919.0,,8014955363.0,,,,,179897452.0,,,,,,,-12416171630.0,-15155192.0,-549238.0,-14605954.0,,,,,,,-523242543.0,-11413551416.0,,,,-294552941.0,,-169669538.0,,,407980249.0,,186658946.0,,221321303.0,-696203623.0,,-696203623.0,,,,,,-19655516223.0,8777572679.0,272008680.0,,272008680.0,,9049581359.0,9061787673.0,-12206314.0,-1605735143.0,-1605735143.0,,7443846216.0,7443846216.0,,,,,,,,,,,7443846216.0,7443846216.0,,,-17911.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
27,2023-06-30,2023-08-14,S,APG,Y,0,186253499933.0,161069604377.0,7632146590.0,153437457787.0,,14751605400.0,7110044324.0,,,2448062031.0,,,,,599387437.0,,,,14796364.0,,,-39331339684.0,-36079157377.0,-28604952377.0,-7474205000.0,,,,,,,,-2517848103.0,,,,-734334204.0,,,,,13677712.0,,13677712.0,,,-2707881621.0,,-2707881621.0,,,,,,-6679548195.0,137548408145.0,35827437.0,-90227050.0,-54399613.0,,137494008532.0,-8469244255.0,145963252787.0,29192650557.0,,29192650557.0,108301357975.0,108301357975.0,,,,,,,108301357975.0,,,,216602715950.0,216602715950.0,,108301357975.0,506.0,,,,108301357975.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
28,2023-06-30,2023-08-11,S,VDS,Y,0,330879007521.0,73805866497.0,9922841486.0,26061355041.0,37821669970.0,,146897233318.0,,,93357878871.0,,,,,4013626704.0,,,2589545454.0,5302356677.0,,,64742269371.0,-110620276754.0,75507976987.0,-186296985587.0,168731846.0,,,,75221203840.0,,18440816205.0,60967788257.0,,,,4204525504.0,8028434741.0,8499777578.0,,,20742738696.0,,20742738696.0,,,8999136986.0,301000000.0,8698136986.0,,,,,,-73044499081.0,204835840779.0,482512335.0,,482512335.0,,205318353114.0,-7039987514.0,212358340628.0,-45285800061.0,-12487347078.0,-32798452983.0,160032553053.0,159824432227.0,,208120826.0,,5062100259.0,,,,,,,165094653312.0,165094653312.0,,159824432227.0,761.0,761.0,,,5062100259.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
29,2021-06-30,2021-08-16,S,WSS,Y,0,26435050567.0,15944289118.0,3155273469.0,12788999649.0,16000.0,2295860713.0,1614165810.0,1900000000.0,,1167676316.0,,,,,125785883.0,,,3003272727.0,384000000.0,,,-4516528506.0,-16900938.0,-16900938.0,,,,,,-579532501.0,,-195487904.0,-1653546757.0,,,,-112399487.0,-1958660919.0,,,,9015113.0,,9015113.0,,,-9269.0,-9269.0,,,,,,,-4143673791.0,17783854114.0,154113585.0,,154113585.0,,17937967699.0,5148968050.0,12788999649.0,,,,17937967699.0,17937967699.0,,,,,,,,,,,17937967699.0,17937967699.0,,,357.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
30,2022-06-30,2022-08-12,S,GMC,Y,0,16458103507.0,14990730064.0,14989596164.0,1119500.0,14400.0,670575342.0,137930444.0,,,545140382.0,,,,,103806638.0,,,,9920637.0,,,1910332745.0,14434150.0,,5434150.0,9000000.0,,,,,,538183083.0,848536237.0,,,,509179275.0,,,,,61281418.0,,61281418.0,,,,,,,,,,,-9883094050.0,4725958130.0,3436679367.0,-2031804943.0,1404874424.0,,6130832554.0,6135147204.0,-4314650.0,-1560670535.0,-1560670535.0,,4570162019.0,4570162019.0,,,,,,,,,,,4570162019.0,4570162019.0,,4570162019.0,295.0,295.0,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
31,2023-06-30,2023-08-14,S,VFS,Y,0,134807256029.0,91294563789.0,70848879293.0,20445675496.0,9000.0,,19448161384.0,,,20717540668.0,,,1593892786.0,,644775402.0,,,795000000.0,3322000.0,,,-90322133383.0,-77896746179.0,-1165144646.0,-76366367883.0,-365233650.0,,,,452449915.0,,-688104685.0,-9515403723.0,,,,-1671575240.0,-1002753471.0,,,,21551010505.0,,21551010505.0,,,-291205479.0,,-291205479.0,,,,,,-11010436164.0,54734491508.0,,,,,54734491508.0,110655183895.0,-55920692387.0,-10985429464.0,-22169567941.0,11184138477.0,43749062044.0,43749062044.0,,,,,,,,,,,43749062044.0,43749062044.0,,,1103.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
32,2023-06-30,2023-08-14,S,ASEANSEC,Y,0,72221259639.0,-32627117244.0,,-34134173294.0,1507056050.0,50285860351.0,14978323138.0,,,35331874413.0,,,,,1856138372.0,,,2396180609.0,,,,-20966909105.0,-4309319174.0,,-4309319174.0,,,,,,,-999423654.0,-12415238930.0,,,,-1058947311.0,-2183980036.0,,,,302047690.0,420000.0,301627690.0,,,-23686098183.0,-19980000.0,-23610465753.0,,,-55652430.0,,,-19889507598.0,7980792443.0,13239452053.0,-238902.0,13239213151.0,,21220005594.0,59663498062.0,-38443492468.0,-3978131689.0,-11666830183.0,7688698494.0,17241873905.0,17241873905.0,,,,,,,,,,,17241873905.0,17241873905.0,,,172.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
33,2022-06-30,2022-08-17,S,VTSS,Y,0,2439533208.0,,,,,,,,,2425482425.0,,,,,14050783.0,,,,,,,-1243285586.0,-52909406.0,,-52909406.0,,,,,,,,-1175025856.0,,,,-15350324.0,,,,,1282072.0,,,,,406547001.0,,,,406547001.0,,,,-1350424641.0,253652054.0,,,,,253652054.0,306561460.0,-52909406.0,,,,253652054.0,253652054.0,,,,,,,,,,,253652054.0,253652054.0,,,18.0,,,,,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
34,2022-06-30,2022-08-12,S,SBSI,Y,0,76950756035.0,23047968813.0,23342489361.0,,-294520548.0,,3998773236.0,323112300.0,,20793812045.0,,,,,1097407821.0,,,27689681820.0,,,,-56287055762.0,-19249416992.0,-19249416992.0,,,,,,,,-58246369.0,-13254227327.0,,-1374687760.0,,-715480879.0,-21634996435.0,,,,158235898.0,,158235898.0,,,-4245936719.0,,-4245936719.0,,,,,,-6714922692.0,9861076760.0,1122339829.0,-1161999274.0,-39659445.0,,9821417315.0,9821417315.0,,-1992527940.0,-1992527940.0,,7828889375.0,7828889375.0,,,,-8616143500.0,,,,,,,-787254125.0,-787254125.0,,,231.0,,,,-8616143500.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
35,2023-06-30,2023-08-14,S,VTSS,Y,0,1404336525.0,10418150.0,,10418150.0,,,,,,1374973437.0,,,,,18944938.0,,,,,,,-1101537563.0,,,,,,,,,,,-1082178095.0,,,,-19359468.0,,,,,273625.0,,273625.0,,,,,,,,,,,-1839695851.0,-1536623264.0,,-733649.0,-733649.0,,-1537356913.0,-1547775063.0,10418150.0,,,,-1537356913.0,-1537356913.0,,,,,,,-1537356913.0,,,,-3074713826.0,-3074713826.0,,-1537356913.0,-111.0,,,,-1537356913.0,2024-10-16 23:27:57.068531,2025-06-06 16:24:46.684241
