,REPORT_DATE,REPORTED_DATE,FREQ_CODE,SECURITY_CODE,AUDITED,MONTH_IN_PERIOD,BCFD_1,BCFD_2,BCFD_3,BCFD_4A,BCFD_4B,BCFD_5,BCFD_6,BCFD_7,BCFD_8,BCFD_9,BCFD_9A,BCFD_10,BCFD_11,BCFD_12,BCFD_13,BCFD_13A,BCFD_14,BCFD_15,BCFD_16,BCFD_17,BCFD_18,BCFD_21,BCFD_20,BCFD_19,BCFD_19A,BCFD_22,BCFD_23A,BCFD_23B,BCFD_23,BCFD_23C,BCFD_24,BCFD_25,BCFD_26,BCFD_27,BCFD_28,BCFD_29,BCFD_30,BCFD_31,BCFD_32,BCFD_33,BCFD_34,BCFD_35,BCFD_36,BCFD_37,BCFD_38,BCFD_39,BCFD_40,BCFD_41,BCFD_42,BCFD_43,BCFD_44,BCFD_45,BCFD_4,CREATED_DATE,UPDATED_DATE
20,2019-09-30,,Q,BAOVIETBANK,N,3,628856262661.0,-435347165981.0,21894311828.0,72278605896.0,0.0,-400616305.0,2234140000.0,-152738499690.0,-432827166.0,136344211243.0,0.0,-150000000000.0,1555302535586.0,0.0,258307216011.0,0.0,0.0,-42747303349.0,0.0,2032997478088.0,-2743713882184.0,-92500000.0,0.0,1906578907490.0,0.0,-172816931663.0,2780159731222.0,0.0,0.0,0.0,2780159731222.0,-1652062838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1652062838.0,0.0,0.0,0.0,-243216500.0,0.0,0.0,-243216500.0,2778264451884.0,7833218648033.0,-821848642.0,10610661251275.0,,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
21,2019-09-30,,Q,BID,N,3,25910396000000.0,-15636201000000.0,1050326000000.0,688151000000.0,0.0,-102884000000.0,1305923000000.0,-3293648000000.0,-460722000000.0,9461341000000.0,0.0,9053218000000.0,-1897999000000.0,-4884000000.0,-8480187000000.0,0.0,-4987812000000.0,554460000000.0,1419785000000.0,-6415488000000.0,27559254000000.0,0.0,-130111000000.0,565794000000.0,0.0,-705490000000.0,25991881000000.0,0.0,0.0,0.0,25991881000000.0,-47701000000.0,725000000.0,-86000000.0,0.0,0.0,0.0,26000000.0,0.0,2760000000.0,-44276000000.0,0.0,0.0,0.0,-40221000000.0,0.0,0.0,-40221000000.0,25907384000000.0,125192294000000.0,0.0,151099678000000.0,688151000000.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
22,2019-09-30,,Q,CTG,N,3,21081093000000.0,-11490753000000.0,1167604000000.0,496792000000.0,0.0,1129248000000.0,-1147491000000.0,-2989235000000.0,-419131000000.0,7828127000000.0,0.0,-335015000000.0,-12472258000000.0,108698000000.0,-13521191000000.0,0.0,99000000.0,1150364000000.0,2021974000000.0,-3005334000000.0,18606211000000.0,0.0,-84941000000.0,-4400004000000.0,0.0,1277325000000.0,-2825945000000.0,0.0,0.0,0.0,-2825945000000.0,87851000000.0,146057000000.0,-31604000000.0,0.0,0.0,0.0,0.0,-83470000000.0,10449000000.0,129283000000.0,-6433000000.0,0.0,0.0,-25913000000.0,0.0,0.0,-32346000000.0,-2729008000000.0,154904340000000.0,-212948000000.0,151962384000000.0,496792000000.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
23,2019-09-30,,Q,EIB,N,3,2875450000000.0,-1819491000000.0,90671000000.0,156419000000.0,0.0,-3348000000.0,82691000000.0,-572614000000.0,-58657000000.0,751121000000.0,0.0,0.0,1165606000000.0,-227632000000.0,-1451619000000.0,0.0,0.0,171619000000.0,-924321000000.0,-5668500000000.0,5209725000000.0,-14288000000.0,0.0,0.0,0.0,-255873000000.0,-1244162000000.0,0.0,-210000000.0,0.0,-1244372000000.0,-18483000000.0,96314000000.0,0.0,0.0,0.0,0.0,0.0,0.0,298000000.0,78129000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1166243000000.0,30568546000000.0,0.0,29402303000000.0,156419000000.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
24,2019-09-30,,Q,EVF,N,3,370963000000.0,-237148000000.0,71169000000.0,-33926000000.0,0.0,28707000000.0,0.0,-74235000000.0,-3001000000.0,122529000000.0,0.0,27674000000.0,785923000000.0,0.0,-116474000000.0,0.0,0.0,2411000000.0,0.0,-663560000000.0,-18550000000.0,0.0,321513000000.0,0.0,0.0,72496000000.0,533962000000.0,0.0,-1464000000.0,0.0,532498000000.0,-19015000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19015000000.0,0.0,0.0,0.0,-784000000.0,0.0,0.0,-784000000.0,512699000000.0,1325633000000.0,-62000000.0,1838270000000.0,-33926000000.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
25,2018-06-30,,Q,ABB,Y,3,1238250505493.0,-933766612420.0,45914608783.0,140443948338.0,0.0,-4578240540.0,481811924.0,-341693349040.0,-72988509608.0,72064162930.0,0.0,-567047999994.0,-1424889484041.0,-18765665444.0,-809878078708.0,0.0,-66911000000.0,-681177374398.0,0.0,7888174950130.0,5707769978285.0,0.0,897541396500.0,0.0,0.0,-93520360993.0,10903360524267.0,0.0,304200000.0,0.0,10903664724267.0,-345012767.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,11020000000.0,10675067233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10914339791500.0,7418605208500.0,0.0,18332945000000.0,140443948338.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
26,2018-06-30,,Q,ACB,Y,3,6130481000000.0,-3316824000000.0,393709000000.0,0.0,28388000000.0,72070000000.0,308777000000.0,-1381492000000.0,-328805000000.0,1906304000000.0,0.0,2259311000000.0,-1610227000000.0,74388000000.0,-10190852000000.0,0.0,-27102000000.0,655968000000.0,0.0,397299000000.0,9548733000000.0,25907000000.0,-3175000000.0,-384000000000.0,0.0,-795470000000.0,1857084000000.0,0.0,-543000000.0,0.0,1856541000000.0,-37641000000.0,-3972000000.0,0.0,0.0,20360000000.0,0.0,0.0,0.0,8206000000.0,-13047000000.0,3000000000000.0,0.0,-3000000000000.0,-100000000000.0,0.0,0.0,-100000000000.0,1743494000000.0,22356020000000.0,-26321000000.0,24073193000000.0,28388000000.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
27,2018-06-30,,Q,BAB,Y,3,1619518000000.0,-1285747000000.0,23961000000.0,349944000000.0,0.0,30027000000.0,0.0,-173285000000.0,-41251000000.0,523167000000.0,0.0,-672000000000.0,-624809000000.0,7235000000.0,-3213182000000.0,0.0,0.0,8686000000.0,-1339000000.0,1339472000000.0,1192173000000.0,0.0,-1170000000.0,0.0,0.0,-333913000000.0,-1775680000000.0,0.0,87843000000.0,0.0,-1687837000000.0,-11129000000.0,0.0,-806000000.0,0.0,465000000.0,0.0,0.0,5500000000.0,4631000000.0,-1339000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1689176000000.0,9780277000000.0,0.0,8091101000000.0,349944000000.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
28,2018-06-30,,Q,BAOVIETBANK,Y,3,795524092502.0,-343479371919.0,19188561204.0,170406848553.0,0.0,-6872336755.0,318952504.0,-126451585813.0,-1793273007.0,506841887269.0,0.0,0.0,5323523982085.0,-40500000.0,-1348338485838.0,0.0,0.0,-40513852724.0,0.0,-5414434208204.0,1505344616215.0,0.0,0.0,-60156211133.0,0.0,-144500121922.0,327727105748.0,0.0,0.0,0.0,327727105748.0,-1690765100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1690765100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326036340648.0,4583012217124.0,1181708024.0,4910230265796.0,,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
29,2018-06-30,,Q,BID,Y,3,21655949000000.0,-12434754000000.0,976017000000.0,-3013000000.0,0.0,-91822000000.0,1090392000000.0,-3906829000000.0,-466454000000.0,6819486000000.0,0.0,8387159000000.0,9098879000000.0,285410000000.0,-50414979000000.0,0.0,-1770634000000.0,-229192000000.0,-766100000000.0,-910086000000.0,46903083000000.0,0.0,176014000000.0,-7304602000000.0,0.0,-451109000000.0,9823329000000.0,0.0,-186000000.0,0.0,9823143000000.0,-187717000000.0,-762000000.0,-57000000.0,0.0,0.0,0.0,0.0,0.0,35891000000.0,-152645000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9670498000000.0,103595348000000.0,0.0,113265846000000.0,-3013000000.0,2024-10-16 23:27:35.370131,2024-10-16 23:27:35.370131
